ABE,KABE,US/Eastern,Allentown PA,40.6524,-75.4404
LIG,LFBL,Europe/Paris,Limoges France,45.8628,10.1794
LIL,LFQQ,Europe/Paris,Lille France,50.5617,3.0894
LIM,SPIM,Brazil/Acre,Lima Peru,-12.0217,-77.1142
LIN,LIML,Europe/Paris,Milan-Linate Italy,45.4453,9.2769
LIR,MRLB,US/Central,Liberia Costa Rica,10.5931,-85.5442
LIS,LPPT,Etc/Greenwich,Lisbon Portugal,38.7811,-9.1358
LIT,KLIT,US/Central,Little Rock AR,34.7294,-92.2242
LJU,LJLJ,Europe/Paris,Ljubljana Slovenia,46.2236,14.4575
LMM,MMLM,US/Central,Los Mochis Mexico,25.685,-109.081
LNK,KLNK,US/Central,Lincoln NE,40.8508,-96.7592
LOS,DNMM,Africa/Lagos,Lagos Nigeria,6.5772,3.3211
LOV,MMMV,US/Central,Monclova Mexico,26.9556,-101.47
LRD,KLRD,US/Central,Laredo TX,27.5436,-99.4614
LRT,LFRH,Europe/Paris,Lorient France,47.7606,-3.44
LSE,KLSE,US/Central,La Crosse WI,43.8789,-91.2567
LTO,MMLT,US/Central,Loreto Mexico,25.9892,-111.348
LUN,FLLS,Africa/Harare,Lusaka Zambia,-15.3306,28.4525
LUX,ELLX,Europe/Paris,Luxembourg,49.6264,6.2114
LWB,KLWB,US/Eastern,Lewisburg WV,37.8583,-80.3995
LWS,KLWS,US/Mountain,Lewiston ID,46.3744,-117.015
LYH,KLYH,US/Eastern,Lynchburg VA,37.3269,-79.2004
LYS,LFLL,Europe/Paris,Lyon France,45.7261,5.0908
MAA,VOMM,Asia/Calcutta,Chennai India,12.9942,80.1803
MAD,LEMD,Europe/Paris,Madrid Spain,40.4722,-3.5608
MAF,KMAF,US/Central,Midland/Odessa TX,31.9425,-102.202
MAN,EGCC,Etc/Greenwich,Manchester United Kingdom,53.3536,-2.2747
MAR,SVMC,Chile/Continental,Maracaibo Venezuela,10.5581,-71.7278
MBJ,MKJS,US/Eastern,Montego Bay Jamaica,18.5036,-77.9133
MBS,KMBS,US/Eastern,Saginaw MI,43.5328,-84.0794
MCI,KMCI,US/Central,Kansas City-Intl MO,39.2975,-94.7139
MCN,KMCN,US/Eastern,Macon GA,32.6928,-83.6492
MCO,KMCO,US/Eastern,Orlando-International FL,28.4289,-81.3158
MCW,KMCW,US/Central,Mason City IA,43.1578,-93.3311
MDT,KMDT,US/Eastern,Harrisburg PA,40.1936,-76.7633
MDW,KMDW,US/Central,Chicago-Midway IL,41.7861,-87.7525
MEI,KMEI,US/Central,Meridian MS,32.3328,-88.7517
MEM,KMEM,US/Central,Memphis TN,35.0436,-89.9767
MEX,MMMX,US/Central,Mexico City Mexico,19.4361,-99.0719
MFD,KMFD,US/Eastern,Mansfield OH,40.8214,-82.5164
MFE,KMFE,US/Central,McAllen TX,26.1758,-98.2386
MFR,KMFR,US/Pacific,Medford OR,42.3742,-122.873
MGA,MNMG,US/Central,Managua Nicaragua,12.1411,-86.1681
MGM,KMGM,US/Central,Montgomery AL,32.3006,-86.394
MHT,KMHT,US/Eastern,Manchester NH,42.9335,-71.4377
MIA,KMIA,US/Eastern,Miami FL,25.7931,-80.2906
MID,MMMD,US/Central,Merida Mexico,20.9369,-89.6575
MKE,KMKE,US/Central,Milwaukee WI,42.9467,-87.8969
MKG,KMKG,US/Eastern,Muskegon MI,43.1694,-86.2381
MLA,LMML,Europe/Paris,Valetta Malta,35.8572,14.4775
MLB,KMLB,US/Eastern,Melbourne FL,28.1028,-80.6458
MLH,LFSB,Europe/Paris,Mulhouse France,47.5896,7.5299
MLI,KMLI,US/Central,Moline/Quad Cities IL/IA,41.4481,-90.5072
MLM,MMMM,US/Central,Morelia Mexico,19.8497,-101.025
MLU,KMLU,US/Central,Monroe LA,32.5108,-92.0378
MNL,RPLL,Asia/Manila,Manila Philippines,14.5086,121.019
MOB,KMOB,US/Central,Mobile AL,30.6914,-88.2428
MOT,KMOT,US/Central,Minot ND,48.2592,-101.28
MPL,LFMT,Europe/Paris,Montpelier France,43.5761,3.9628
MQT,KMQT,US/Central,Marquette WI,46.5339,-87.5617
MRS,LFML,Europe/Paris,Marseille France,43.4356,5.2136
MRU,FIMP,Indian/Mahe,Mauritius,-20.43,57.6833
MRY,KMRY,US/Pacific,Monterey CA,36.5875,-121.843
MSH,OOMA,Asia/Dubai,Masirah AB Oman,20.6753,58.8906
MSL,KMSL,US/Central,Muscle Shoals AL,34.7453,-87.61
MSN,KMSN,US/Central,Madison WI,43.1399,-89.3375
MSO,KMSO,US/Mountain,Missoula MT,46.9163,-114.091
MSP,KMSP,US/Central,Minneapolis/St Paul MN,44.8806,-93.2169
MSY,KMSY,US/Central,New Orleans LA,29.9934,-90.258
MTJ,KMTJ,US/Mountain,Montrose/Telluride CO,38.5086,-107.894
MTY,MMMY,US/Central,Monterrey Mexico,25.7783,-100.107
MUC,EDDM,Europe/Paris,Munich Germany,48.3536,11.7858
MXL,MMML,US/Central,Mexicali Mexico,32.6306,-115.241
MXP,LIMC,Europe/Paris,Milan-Malpensa Italy,45.6314,8.7278
MYR,KMYR,US/Eastern,Myrtle Beach SC,33.6797,-78.9283
MZT,MMMZ,US/Mountain,Mazatlan Mexico,23.1611,-106.266
NAP,LIRN,Europe/Paris,Naples Italy,40.8858,14.2906
NAS,MYNN,US/Eastern,Nassau Bahamas,25.0389,-77.4661
NBO,HKJK,Africa/Nairobi,Nairobi Kenya,-1.3192,36.9275
NCE,LFMN,Europe/Paris,Nice France,43.6606,7.2175
NCL,EGNT,Etc/Greenwich,Newcastle United Kingdom,55.0375,-1.6917
NCY,LFLP,Europe/Paris,Annecy France,45.9292,6.0986
NDJ,FTTJ,Africa/Harare,Ndjamena Chad,12.1336,15.0339
NGO,RJNN,Asia/Tokyo,Nagoya Japan,35.2553,136.924
NGS,RJFU,Asia/Tokyo,Nagasaki Japan,32.9169,129.914
NIM,DRRN,Africa/Lagos,Niamey Niger,13.4814,2.1836
NKC,GQNN,Africa/Casablanca,Nouakchott Mauritania,18.0978,-15.9478
NOU,NWWN,Pacific/Guadalcanal,Noumea New Caledonia,-22.0144,166.213
NRT,RJAA,Asia/Tokyo,Tokyo-Narita Japan,35.7647,140.386
NSI,FKYS,Africa/Lagos,Yaounde Cameroon,3.7225,11.5531
NTE,LFRS,Europe/Paris,Nantes France,47.1531,1.6106
NUE,EDDN,Europe/Paris,Nurnberg Germany,49.4986,11.0781
OAK,KOAK,US/Pacific,Oakland CA,37.7214,-122.221
OAX,MMOX,US/Central,Oaxaca Mexico,16.9997,-96.7264
OGG,PHOG,US/Hawaii,Kahului HI,20.8986,-156.43
OIT,RJFO,Asia/Tokyo,Oita Japan,33.4794,131.737
OKA,RJKB,Asia/Tokyo,Okinawa Japan,26.1956,127.647
OKC,KOKC,US/Central,Oklahoma City OK,35.3931,-97.6007
OKJ,RJOB,Asia/Tokyo,Okayama Japan,34.7569,133.855
OMA,KOMA,US/Central,Omaha NE,41.3025,-85.8942
ONT,KONT,US/Pacific,Ontario CA,34.056,-117.601
OPO,LPPR,Etc/Greenwich,Porto Portugal,41.2481,-8.6814
ORD,KORD,US/Central,Chicago-O'Hare IL,41.9794,-87.9044
ORF,KORF,US/Eastern,Norfolk VA,36.8947,-76.2011
ORH,KORH,US/Eastern,Worcester MA,42.2673,-71.8757
ORL,KORL,US/Eastern,Orlando-Executive FL,28.5453,-81.3328
ORY,LFPO,Europe/Paris,Paris-Orly France,48.7253,2.3594
OSL,ENGM,Europe/Paris,Oslo Norway,60.1939,11.1003
OSR,LKMT,Europe/Paris,Ostrava Czech Republic,49.6964,18.1111
OTP,LROP,Europe/Athens,Bucharest Romania,44.5736,26.1033
OUA,DFFD,Africa/Casablanca,Ouagadougou Burkina Faso,12.3531,-1.5122
PAH,KPAH,US/Central,Paducah KY,37.0608,-88.7736
PAP,MTPP,US/Eastern,Port au Prince Haiti,18.58,-72.2925
PBC,MMPB,US/Central,Puebla Mexico,19.1581,-98.3714
PBI,KPBI,US/Eastern,West Palm Beach FL,26.6832,-80.0956
PDS,MMPG,US/Central,Piedras Negras Mexico,28.6272,-100.535
PDX,KPDX,US/Pacific,Portland OR,45.5886,-122.598
PEG,LIRZ,Europe/Paris,Perugia Italy,43.0958,12.5131
PEK,ZBAA,Asia/Harbin,Beijing China,40.08,116.584
PER,YPPH,Australia/West,Perth Australia,-31.9411,115.967
PFN,KPFN,US/Central,Panama City FL,30.2121,-85.6828
PGF,LFMP,Europe/Paris,Perpignan France,42.7403,2.8706
PHC,DNPO,Africa/Lagos,Port Harcourt Nigeria,5.0153,6.9494
PHF,KPHF,US/Eastern,Newport News VA,37.1319,-76.4931
PHL,KPHL,US/Eastern,Philadelphia PA,39.8719,-75.2411
PHX,KPHX,US/Arizona,Phoenix AZ,33.4342,-112.008
PIA,KPIA,US/Central,Peoria IL,40.6642,-89.6933
PIH,KPIH,US/Mountain,Pocatello ID,42.9113,-112.596
PIR,KPIR,US/Central,Pierre SD,44.3825,-100.286
PIT,KPIT,US/Eastern,Pittsburgh PA,40.4914,-80.2328
PLN,KPLN,US/Eastern,Pellston MI,45.5708,-84.7967
PLS,MRPV,US/Eastern,Providenciales Turks and Caicos,21.7733,-72.2658
PLZ,FAPE,Africa/Johannesburg,Port Elizabeth South Africa,-33.9847,25.6172
PMI,LEPA,Europe/Paris,Palma de Mallorca Spain,39.55,2.7333
PMO,LICP,Europe/Paris,Palermo Italy,38.1758,13.0908
PNR,FCPP,Africa/Harare,Pointe-Noire Congo,-4.8133,11.8858
PNS,KPNS,US/Central,Pensacola FL,30.4733,-87.1874
POP,MDPP,US/Eastern,Puerto Plata Dominican Republic,19.7572,-70.5697
POS,TTPS,Canada/Atlantic,Port of Spain Trinidad & Tobago,10.5953,-61.3372
PPT,NTAA,Pacific/Samoa,Papeete Tahiti,-17.5536,-149.607
PRG,LKPR,Europe/Paris,Prague Czech Republic,50.1008,14.26
PSA,LIRP,Europe/Paris,Pisa Italy,43.6839,10.3925
PSC,KPSC,US/Pacific,Pasco/Richland WA,46.2644,-119.119
PSP,KPSP,US/Pacific,Palm Springs CA,33.8292,-116.506
PTP,TFFR,Canada/Atlantic,Pointe a Pitre Guadeloupe,16.2653,-61.5317
PTY,MPTO,Brazil/Acre,Panama City Panama,9.0711,-79.3833
PUF,LFBP,Europe/Paris,Pau France,43.38,-0.4186
PUJ,MDPC,US/Eastern,Punta Cana Dominican Republic,18.5669,-68.3631
PUS,RKPK,Asia/Seoul,Busan South Korea,35.1794,128.938
PVD,KPVD,US/Eastern,Providence RI,41.7239,-71.4283
PVG,ZSSS,Asia/Harbin,Shanghai-Pudong China,31.1333,121.783
PVR,MMPR,US/Central,Puerto Vallarta Mexico,20.68,-105.254
PWM,KPWM,US/Eastern,Portland ME,43.6462,-70.3087
QRO,MMQT,US/Central,Queretaro Mexico,20.6175,-100.186
RAK,GMMX,Africa/Casablanca,Marrakech Morocco,31.6067,-8.0361
RAP,KRAP,US/Mountain,Rapid City SD,44.0453,-103.058
RBA,GMME,Africa/Casablanca,Rabat Morocco,34.0514,-6.7514
RDM,KRDM,US/Pacific,Redmond OR,44.2539,-121.15
RDU,KRDU,US/Eastern,Raleigh/Durham NC,35.8776,-78.7875
RDZ,LFCR,Europe/Paris,Rodez France,44.4078,2.4825
REG,LICR,Europe/Paris,Reggio Calabria Italy,38.0711,15.6514
RGI,SAWG,Brazil/Acre,Rio Gallegos Argentina,-51.9481,-69.3153
RHI,KRHI,US/Central,Rhinelander WI,45.6311,-89.4672
RIC,KRIC,US/Eastern,Richmond VA,37.5052,-77.3197
RIX,EVRA,Europe/Athens,Riga Latvia,56.9236,23.9711
RMI,LIPR,Europe/Paris,Rimini Italy,44.0203,12.6117
RMS,ETAR,Europe/Paris,Ramstein Air Base Germany,49.4369,7.60028
RNO,KRNO,US/Pacific,Reno NV,39.4986,-119.768
RNS,LFRN,Europe/Paris,Rennes France,48.0694,-1.7347
ROA,KROA,US/Eastern,Roanoke VA,37.3255,-79.9754
ROC,KROC,US/Eastern,Rochester NY,43.1189,-77.6725
RST,KRST,US/Central,Rochester MN,43.9072,-92.4989
RSW,KRSW,US/Eastern,Fort Myers FL,26.5362,-81.7552
RUH,OERK,Asia/Kuwait,Riyadh Saudi Arabia,24.9575,46.6986
RUN,FMEE,Indian/Kerguelen,St Denis Reunion Island,-20.8869,55.5103
SAL,MSSS,US/Central,San Salvador El Salvador,13.4406,-89.0558
SAN,KSAN,US/Pacific,San Diego CA,32.7336,-117.19
SAP,MHLM,US/Central,San Pedro Sula Honduras,15.4525,-87.9233
SAT,KSAT,US/Central,San Antonio TX,29.5336,-98.4697
SAV,KSAV,US/Eastern,Savannah GA,32.1276,-81.2021
SBA,KSBA,US/Pacific,Santa Barbara CA,34.4261,-119.84
SBN,KSBN,US/East-Indiana,South Bend/Elkhart IN,41.709,-86.3185
SBP,KSBP,US/Pacific,San Luis Obispo CA,35.2367,-120.642
SCE,KSCE,US/Eastern,State College PA,40.8492,-77.8486
SCL,SCEL,Chile/Continental,Santiago Chile - A. Merino Benitez,-33.3928,-70.7856
SDF,KSDF,US/Eastern,Louisville KY,38.1744,-85.736
SDQ,MDSD,US/Eastern,Santo Domingo Dominican Republic,18.4294,-69.6686
SEA,KSEA,US/Pacific,Seattle/Tacoma WA,47.4489,-122.309
SEL,RKSS,Asia/Seoul,Seoul-Kimpo South Korea,37.5581,126.791
SEZ,FSIA,Indian/Mahe,Maye Island Seychelles,-4.6742,55.5189
SFO,KSFO,US/Pacific,San Francisco CA,37.619,-122.375
SGF,KSGF,US/Central,Springfield MO,37.2442,-93.3867
SGN,VVTS,Asia/Bangkok,Ho Chi Minh City Viet Nam,10.8186,106.652
SGU,KSGU,US/Mountain,St George UT,37.0906,-113.593
SHV,KSHV,US/Central,Shreveport LA,32.4467,-93.8256
SIN,WSSS,Asia/Singapore,Singapore,1.3556,103.987
SJC,KSJC,US/Pacific,San Jose CA,37.3619,-121.929
SJD,MMSD,US/Central,San Jose del Cabo Mexico,23.1517,-109.721
SJO,MROC,US/Central,San Jose Costa Rica Juan Santamaria,9.99306,-84.2083
SJU,TJSJ,US/Eastern,San Juan Puerto Rico,18.4394,-66.0018
SKG,LGSD,Europe/Athens,Thessaloniki Greece,40.5197,22.9708
SLC,KSLC,US/Mountain,Salt Lake City UT,40.7883,-111.978
SLD,LZSL,Europe/Paris,Sliac Slovakia,49.6378,19.1339
SLP,MMSP,US/Central,San Luis Potosi Mexico,22.2542,-100.931
SLW,MMIO,US/Central,Saltillo Mexico,25.5494,-100.929
SMF,KSMF,US/Pacific,Sacramento CA,38.6956,-121.591
SNA,KSNA,US/Pacific,Orange County CA,33.6756,-117.868
SNN,EINN,Etc/Greenwich,Shannon Ireland,52.7019,-8.9247
SOF,LBSF,Europe/Paris,Sofia Bulgaria,42.695,23.4061
SOU,EGHI,Etc/Greenwich,Southampton United Kingdom,50.95,-1.3567
SPU,LDSP,Europe/Paris,Split Croatia,43.5389,16.2978
SRQ,KSRQ,US/Eastern,Sarasota FL,27.3953,-82.5541
SSG,FGSL,Africa/Lagos,Malabo Equatorial Guinea,3.755,8.7086
STC,KSTC,US/Central,St Cloud MN,45.5464,-94.0597
STI,MDST,US/Eastern,Santiago Dominican Republic,19.4092,-70.6164
STL,KSTL,US/Central,St Louis MO,38.7477,-90.36
STR,EDDS,Europe/Paris,Stuttgart Germany,48.6892,9.22167
STT,TIST,Canada/Atlantic,St Thomas US Virgin Islands,18.3373,-64.9734
STX,TISX,US/Eastern,St Croix US Virgin Islands,17.7017,-64.7983
SUF,LICA,Europe/Paris,Lamezia Terme Italy,38.9064,16.2422
SUN,KSUN,US/Mountain,Sun Valley ID,43.5041,-114.296
SUX,KSUX,US/Central,Sioux City IA,42.7025,-96.3842
SVO,UUEE,Europe/Moscow,Moscow Russia,55.9717,37.415
SVQ,LEZL,Europe/Paris,Seville Spain,37.4178,-5.8931
SWF,KSWF,US/Eastern,Newburgh NY,41.5042,-74.1047
SXB,LFST,Europe/Paris,Strasbourg France,48.5381,7.6281
SXM,TNCM,Canada/Atlantic,St Maarten Netherlands Antilles,18.0408,-63.1089
SYD,YSSY,Australia/NSW,Sydney Australia,-33.9461,151.177
SYR,KSYR,US/Eastern,Syracuse NY,43.1112,-76.1063
SZG,LOWS,Europe/Paris,Salzburg Austria,47.785,13
TAM,MMTM,US/Central,Tampico Mexico,22.2964,-97.8658
TAP,MMTP,US/Central,Tapachula Mexico,14.7942,-92.37
TAS,UTTT,Asia/Tashkent,Tashkent Uzbekistan,41.2572,69.2817
TER,LPLA,Atlantic/Azores,Lajes Air Base Azores,38.7619,-27.0908
TGU,MHTG,US/Central,Tegucigalpa Honduras,14.0608,-87.2169
THR,OIII,Asia/Tehran,Tehran Iran,35.6892,51.3133
TIA,LATI,Europe/Paris,Tirana Albania,41.4147,19.7206
TIP,HLLT,Europe/Paris,Tripoli Libya,32.6633,13.1589
TLH,KTLH,US/Eastern,Tallahassee FL,30.3965,-84.3503
TLL,EETN,Europe/Athens,Tallinn Estonia,59.4131,24.8328
TLN,LFTH,Europe/Paris,Toulon France,43.0972,6.1458
TLS,LFBO,Europe/Paris,Toulouse France,43.6289,1.3636
TLV,LLTM,Europe/Athens,Tel Aviv Israel,32.0094,34.8767
TNG,GMTT,Africa/Casablanca,Tangier Morocco,35.7322,-5.9167
TNR,FMMI,Africa/Nairobi,Antananarivo Madagascar,-18.7967,47.4786
TOL,KTOL,US/Eastern,Toledo OH,41.5869,-83.8078
TPA,KTPA,US/Eastern,Tampa/St Petersburg FL,27.9755,-82.5332
TPE,RCTP,Asia/Harbin,Taipei Chiang Kai-Shek,25.0867,121.245
TRC,MMTC,US/Central,Torreon Mexico,25.5681,-103.411
TRI,KTRI,US/Eastern,Bristol-Tri Cities TN/VA,36.475,-82.4075
TRN,LIMF,Europe/Paris,Turin Italy,45.2006,7.6494
TRS,LIVT,Europe/Paris,Trieste Italy,45.8278,13.4664
TTH,OOTH,Asia/Dubai,Thumrait AB Oman,17.6661,54.0247
TUL,KTUL,US/Central,Tulsa OK,36.1984,-95.8882
TUN,DTTA,Europe/Paris,Tunis Tunisia,36.8508,10.2269
TUP,KTUP,US/Central,Tupelo MS,34.2681,-88.7697
TUS,KTUS,US/Arizona,Tucson AZ,32.1161,-110.941
TVC,KTVC,US/Eastern,Traverse City MI,44.7414,-85.5822
TVF,KTVF,US/Central,Thief River Falls MN,48.0653,-96.1833
TWF,KTWF,US/Mountain,Twin Falls ID,42.4818,-114.488
TXK,KTXK,US/Central,Texarkana AR,33.4537,-93.991
TXL,EDDT,Europe/Paris,Berlin-Tegel Germany,52.5594,13.2875
TYS,KTYS,US/Eastern,Knoxville TN,35.8125,-83.9929
UIO,SEQU,Brazil/Acre,Quito Ecuador,-0.1411,-78.4881
UIP,LFRQ,Europe/Paris,Quimper France,47.9747,-4.1678
URO,LFOP,Europe/Paris,Rouen France,49.3842,1.1747
UVF,TLPL,Canada/Atlantic,St Lucia West Indies,13.7331,-60.9525
VCE,LIPZ,Europe/Paris,Venice Italy,45.505,12.3517
VCT,KVCT,US/Central,Victoria TX,28.8525,-96.9183
VCV,KVCV,US/Pacific,Victorville CA,34.5931,-117.379
VER,MMVR,US/Central,Veracruz Mexico,19.1453,-96.1869
VGO,LEVX,Europe/Paris,Vigo Spain,42.2317,-8.6267
VIE,LOWW,Europe/Paris,Vienna Austria,48.1103,16.5697
VLC,LEVC,Europe/Paris,Valencia Spain,39.4892,-0.4814
VLD,KVLD,US/Eastern,Valdosta GA,30.7825,-83.2767
VLL,LEVD,Europe/Paris,Valladolid Spain,41.7061,-4.8519
VNO,EYVI,Europe/Athens,Vilnius Lithuania,54.6339,25.2856
VPS,KVPS,US/Central,Ft Walton Beach FL,30.4832,-86.5254
VRN,LIPX,Europe/Paris,Verona Italy,45.3956,10.8883
VSA,MMVA,US/Central,Villahermosa Mexico,17.9969,-92.8172
WAW,EPWA,Europe/Paris,Warsaw Poland,52.1658,20.9672
WDH,FAWW,Africa/Johannesburg,Windhoek Namibia,-22.4797,17.4708
WYS,KWYS,US/Mountain,West Yellowstone MT,44.6884,-111.118
XNA,KXNA,US/Central,Fayetteville AR,36.2819,-94.3068
YEG,CYEG,US/Mountain,Edmonton AB Canada,53.3097,-113.58
YFC,CYFC,Canada/Atlantic,Fredericton NB Canada,45.8694,-66.5317
YHZ,CYHZ,Canada/Atlantic,Halifax NS Canada,44.8808,-64.0086
YOW,CYOW,US/Eastern,Ottawa ON Canada,45.3225,-75.6692
YQB,CYQB,US/Eastern,Quebec QC Canada,46.7883,71.3975
YQR,CYQR,Canada/Saskatchewan,Regina SK Canada,50.4319,-104.666
YQT,CYQT,US/Central,Thunder Bay ON Canada,48.3719,-89.3239
YQX,CYQX,Canada/Newfoundland,Gander NF Canada,48.9375,-54.5681
YUL,CYUL,US/Eastern,Montreal QC Canada,45.4681,-73.7414
YVR,CYVR,US/Pacific,Vancouver BC Canada,49.195,-123.182
YWG,CYWG,US/Central,Winnipeg MB Canada,49.91,-97.2344
YXE,CYXE,Canada/Saskatchewan,Saskatoon SK Canada,52.1708,-106.7
YXU,CYXU,US/Eastern,London ON Canada,43.0356,-81.1539
YYC,KYYC,US/Mountain,Calgary AB Canada,51.1139,-114.02
YYT,CYYT,Canada/Newfoundland,St Johns NF Canada,47.6186,-52.7519
YYZ,CYYZ,US/Eastern,Toronto ON Canada,43.6772,-79.6306
ZAG,LDZA,Europe/Paris,Zagreb Croatia,45.7428,16.0686
ZIH,MMZH,US/Central,Ixtapa Mexico,17.6014,-101.46
ZRH,LSZH,Europe/Paris,Zurich Switzerland,47.4647,8.5492
